id,id_gen,scenario,date,value
437,92,3,2025-01-11T01:00:00.0,0.0
438,92,3,2025-01-11T02:00:00.0,0.0
439,92,3,2025-01-11T03:00:00.0,0.0
440,92,3,2025-01-11T04:00:00.0,0.0
441,92,3,2025-01-11T05:00:00.0,3.2528
442,92,3,2025-01-11T06:00:00.0,76.131
443,92,3,2025-01-11T07:00:00.0,200.6151
444,92,3,2025-01-11T08:00:00.0,311.641
445,92,3,2025-01-11T09:00:00.0,392.6246
446,92,3,2025-01-11T10:00:00.0,443.1045
447,92,3,2025-01-11T11:00:00.0,474.4416
448,92,3,2025-01-11T12:00:00.0,475.0224
449,92,3,2025-01-11T13:00:00.0,447.2488
450,92,3,2025-01-11T14:00:00.0,389.673
451,92,3,2025-01-11T15:00:00.0,307.5939
452,92,3,2025-01-11T16:00:00.0,200.2057
453,92,3,2025-01-11T17:00:00.0,75.9186
454,92,3,2025-01-11T18:00:00.0,5.4649
455,92,3,2025-01-11T19:00:00.0,0.0
456,92,3,2025-01-11T20:00:00.0,0.0
457,92,3,2025-01-11T21:00:00.0,0.0
458,92,3,2025-01-11T22:00:00.0,0.0
459,92,3,2025-01-11T23:00:00.0,0.0
460,92,3,2025-01-12T00:00:00.0,0.0
461,92,3,2025-01-12T01:00:00.0,0.0
462,92,3,2025-01-12T02:00:00.0,0.0
463,92,3,2025-01-12T03:00:00.0,0.0
464,92,3,2025-01-12T04:00:00.0,0.0
465,92,3,2025-01-12T05:00:00.0,5.1661
466,92,3,2025-01-12T06:00:00.0,75.2371
467,92,3,2025-01-12T07:00:00.0,198.2303
468,92,3,2025-01-12T08:00:00.0,300.4448
469,92,3,2025-01-12T09:00:00.0,380.9221
470,92,3,2025-01-12T10:00:00.0,421.9653
471,92,3,2025-01-12T11:00:00.0,450.3177
472,92,3,2025-01-12T12:00:00.0,457.1244
473,92,3,2025-01-12T13:00:00.0,435.6477
474,92,3,2025-01-12T14:00:00.0,382.206
475,92,3,2025-01-12T15:00:00.0,309.6859
476,92,3,2025-01-12T16:00:00.0,201.9732
477,92,3,2025-01-12T17:00:00.0,77.7596
478,92,3,2025-01-12T18:00:00.0,6.1563
479,92,3,2025-01-12T19:00:00.0,0.0
480,92,3,2025-01-12T20:00:00.0,0.0
481,92,3,2025-01-12T21:00:00.0,0.0
482,92,3,2025-01-12T22:00:00.0,0.0
483,92,3,2025-01-12T23:00:00.0,0.0
484,92,3,2025-01-13T00:00:00.0,0.0
485,92,3,2025-01-13T01:00:00.0,0.0
486,92,3,2025-01-13T02:00:00.0,0.0
487,92,3,2025-01-13T03:00:00.0,0.0
488,92,3,2025-01-13T04:00:00.0,0.0
489,92,3,2025-01-13T05:00:00.0,4.3419
490,92,3,2025-01-13T06:00:00.0,72.486
491,92,3,2025-01-13T07:00:00.0,192.3326
492,92,3,2025-01-13T08:00:00.0,293.7051
493,92,3,2025-01-13T09:00:00.0,361.7441
494,92,3,2025-01-13T10:00:00.0,412.785
495,92,3,2025-01-13T11:00:00.0,447.1875
496,92,3,2025-01-13T12:00:00.0,461.7223
497,92,3,2025-01-13T13:00:00.0,429.7774
498,92,3,2025-01-13T14:00:00.0,374.3944
499,92,3,2025-01-13T15:00:00.0,288.0738
500,92,3,2025-01-13T16:00:00.0,187.6208
501,92,3,2025-01-13T17:00:00.0,77.9017
502,92,3,2025-01-13T18:00:00.0,7.3035
503,92,3,2025-01-13T19:00:00.0,0.0
504,92,3,2025-01-13T20:00:00.0,0.0
505,92,3,2025-01-13T21:00:00.0,0.0
506,92,3,2025-01-13T22:00:00.0,0.0
507,92,3,2025-01-13T23:00:00.0,0.0
508,93,1,2025-01-07T00:00:00.0,0.0
509,93,1,2025-01-07T01:00:00.0,0.0
510,93,1,2025-01-07T02:00:00.0,0.0
511,93,1,2025-01-07T03:00:00.0,0.0
512,93,1,2025-01-07T04:00:00.0,0.0
513,93,1,2025-01-07T05:00:00.0,4.1933
514,93,1,2025-01-07T06:00:00.0,41.0734
515,93,1,2025-01-07T07:00:00.0,94.4809
516,93,1,2025-01-07T08:00:00.0,157.2631
517,93,1,2025-01-07T09:00:00.0,218.8312
518,93,1,2025-01-07T10:00:00.0,266.29
519,93,1,2025-01-07T11:00:00.0,299.3786
520,93,1,2025-01-07T12:00:00.0,305.3399
521,93,1,2025-01-07T13:00:00.0,274.5446
522,93,1,2025-01-07T14:00:00.0,259.0966
523,93,1,2025-01-07T15:00:00.0,213.7675
524,93,1,2025-01-07T16:00:00.0,148.5929
525,93,1,2025-01-07T17:00:00.0,64.7589
526,93,1,2025-01-07T18:00:00.0,5.6901
527,93,1,2025-01-07T19:00:00.0,0.0
528,93,1,2025-01-07T20:00:00.0,0.0
529,93,1,2025-01-07T21:00:00.0,0.0
530,93,1,2025-01-07T22:00:00.0,0.0
531,93,1,2025-01-07T23:00:00.0,0.0
532,93,1,2025-01-08T00:00:00.0,0.0
533,93,1,2025-01-08T01:00:00.0,0.0
534,93,1,2025-01-08T02:00:00.0,0.0
535,93,1,2025-01-08T03:00:00.0,0.0
536,93,1,2025-01-08T04:00:00.0,0.0
537,93,1,2025-01-08T05:00:00.0,7.1038
538,93,1,2025-01-08T06:00:00.0,61.6134
539,93,1,2025-01-08T07:00:00.0,126.9067
540,93,1,2025-01-08T08:00:00.0,188.708
541,93,1,2025-01-08T09:00:00.0,230.737
542,93,1,2025-01-08T10:00:00.0,216.7774
543,93,1,2025-01-08T11:00:00.0,236.1461
544,93,1,2025-01-08T12:00:00.0,252.9392
